units,activation,dropout,batchnorm,reward
256,swish,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,55.13399839401245
128,selu,False,False,55.13399839401245
256,swish,False,False,55.13399839401245
256,relu,False,False,55.13399839401245
256,relu,False,False,55.13399839401245
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,52.95100212097168
128,selu,False,False,52.95100212097168
256,swish,False,False,52.95100212097168
8,swish,False,False,52.95100212097168
256,relu,False,False,52.95100212097168
512,relu,False,False,59.70900058746338
128,selu,False,False,59.70900058746338
256,swish,False,False,59.70900058746338
256,relu,False,False,59.70900058746338
256,relu,False,False,59.70900058746338
512,relu,False,False,72.76899814605713
256,relu,False,False,72.76899814605713
256,relu,False,False,72.76899814605713
256,relu,False,False,72.76899814605713
256,relu,False,False,72.76899814605713
512,relu,False,False,72.55399823188782
256,relu,False,False,72.55399823188782
256,relu,False,False,72.55399823188782
256,relu,False,False,72.55399823188782
256,relu,False,False,72.55399823188782
128,relu,False,False,71.82499766349792
512,relu,False,False,71.82499766349792
256,relu,False,False,71.82499766349792
256,relu,False,False,71.82499766349792
256,relu,False,False,71.82499766349792
256,relu,False,False,72.96900153160095
512,relu,False,False,72.96900153160095
256,relu,False,False,72.96900153160095
256,relu,False,False,72.96900153160095
256,relu,False,False,72.96900153160095
32,swish,False,True,74.09800291061401
256,relu,False,True,74.09800291061401
256,relu,False,True,74.09800291061401
256,relu,False,True,74.09800291061401
256,relu,False,False,73.06100130081177
512,relu,False,False,73.06100130081177
256,relu,False,False,73.06100130081177
256,relu,False,False,73.06100130081177
256,relu,False,False,73.06100130081177
256,relu,False,False,71.85900211334229
256,relu,False,False,71.85900211334229
256,relu,False,False,71.85900211334229
256,relu,False,False,71.85900211334229
256,relu,False,False,71.85900211334229
256,relu,False,False,73.25299978256226
256,relu,False,False,73.25299978256226
256,relu,False,False,73.25299978256226
256,relu,False,False,73.25299978256226
256,relu,False,False,73.25299978256226
256,relu,False,False,73.1410026550293
256,relu,False,False,73.1410026550293
256,relu,False,False,73.1410026550293
256,relu,False,False,73.1410026550293
256,relu,False,False,73.1410026550293
256,relu,False,False,72.88699746131897
256,relu,False,False,72.88699746131897
256,relu,False,False,72.88699746131897
256,relu,False,False,72.88699746131897
256,relu,False,False,72.88699746131897
256,relu,False,False,72.34500050544739
256,relu,False,False,72.34500050544739
256,relu,False,False,72.34500050544739
256,relu,False,False,72.34500050544739
256,relu,False,False,72.34500050544739
256,relu,False,False,72.99100160598755
256,relu,False,False,72.99100160598755
256,relu,False,False,72.99100160598755
256,relu,False,False,72.99100160598755
256,relu,False,False,72.99100160598755
256,relu,False,False,72.5380003452301
256,relu,False,False,72.5380003452301
256,relu,False,False,72.5380003452301
256,relu,False,False,72.5380003452301
256,relu,False,False,72.5380003452301
256,relu,False,False,71.49199843406677
256,relu,False,False,71.49199843406677
256,relu,False,False,71.49199843406677
32,selu,False,False,71.49199843406677
256,relu,False,False,71.49199843406677
256,relu,False,False,72.57800102233887
256,relu,False,False,72.57800102233887
256,relu,False,False,72.57800102233887
256,relu,False,False,72.57800102233887
256,relu,False,False,72.57800102233887
256,relu,False,False,73.44899773597717
256,relu,False,False,73.44899773597717
256,relu,False,False,73.44899773597717
256,relu,False,False,73.44899773597717
256,relu,False,False,73.44899773597717
256,relu,False,False,73.4790027141571
256,relu,False,False,73.4790027141571
256,relu,False,False,73.4790027141571
256,relu,False,False,73.4790027141571
256,relu,False,False,73.4790027141571
